16; // Jobs Exported with Litcube's Jobs Editor V0.52 --*-- 127
12;Weapon Transporter - Split;3;3;trade.freetrader;0;60002;0;0;1;0;0;0;0;8;4;0;2000;-1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;-1;-1;0;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;40;25;0;0;1;0;0;0;0;0;0;0;0;0;80;90;15;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
13;Weapon Transporter - Paranid;5;3;trade.freetrader;0;60002;0;0;1;0;0;0;0;8;4;0;2000;-1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;-1;-1;0;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;40;25;0;0;0;1;0;0;0;0;0;0;0;0;80;90;15;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
14;Weapon Transporter - Teladi;6;3;trade.freetrader;0;60002;0;0;1;0;0;0;0;8;4;0;2000;-1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;-1;-1;0;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;90;15;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
15;Mineral Transporter - Commonwealth;35;4;trade.freetrader;0;3003;0;0;1;0;0;0;0;11;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;-1;-1;0;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;90;80;60;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;60;60;60;60;0;0;0;0;0;0;0;0;0;1;0;0;0
16;Mineral Transporter - Terran;15;4;trade.freetrader;0;3003;0;0;1;0;0;0;0;60;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;90;80;60;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;60;60;60;60;0;0;0;0;0;0;0;0;0;1;0;0;0
17;Valuable Goods Transporter - Commonwealth;30;4;trade.freetrader;0;10012;0;0;1;0;0;0;0;78;4;2;2000;-1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;40;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
18;Valuable Goods Transporter - Terran (Supply Docks Only);35;5;trade.freetrader.docksonly;0;10012;0;0;1;0;0;0;0;67;4;2;2000;-1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;-1;-1;20;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
19;Weapons Dealer - Commonwealth;45;3;trade.docktrader;0;10021;0;0;1;0;0;0;0;8;4;1;2000;-1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;75;80;40;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;15;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
20;Weapons Dealer - Commonwealth (Light Weapons);30;3;trade.docktrader;0;10021;0;0;1;0;0;0;0;49;4;1;2000;-1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;75;80;40;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;15;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
21;Weapons Dealer - Terran;30;2;trade.docktrader;0;10021;0;0;1;0;0;0;0;65;4;1;2000;-1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;75;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;51;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
22;Weapons Dealer - Commonwealth (Shady);40;5;trade.docktrader;0;10021;0;0;1;0;0;0;0;17;4;10;2000;-1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;-1;-1;20;0;0;0;0;1;1;1;0;0;-1;-1;1;1;1;0;0;0;0;75;80;60;25;1;1;1;1;1;0;0;0;0;0;1;1;80;75;15;1;90;60;60;60;60;0;0;0;1;1;1;0;0;0;1;0;0;0
23;Energy Transporter - Argon;50;4;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
25;Energy Transporter - Paranid;6;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;1;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
26;Energy Transporter - Split;6;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
27;Energy Transporter - Teladi;12;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
28;Energy Transporter - Terran;120;4;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
29;Energy Transporter - Commonwealth (Shady);20;7;trade.freetrader;0;10022;0;0;1;0;0;0;0;33;4;10;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;50;0;0;0;0;1;1;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;70;25;1;1;0;1;1;0;0;0;0;0;1;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
30;Bio Transporter - Argon;30;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;39;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
33;Bio Transporter - Split;8;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;42;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
34;Bio Transporter - Teladi;12;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;43;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
35;Bio Transporter - Terran;60;4;trade.freetrader.raceonly;0;10024;0;0;1;0;0;0;0;58;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
36;Food Transporter - Argon;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;44;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
39;Food Transporter - Split;8;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;47;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
40;Food Transporter - Teladi;8;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;48;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
41;Food Transporter - Terran;50;5;trade.freetrader.raceonly;0;10025;0;0;1;0;0;0;0;59;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
42;Food Transporter - Commonwealth (Shady);20;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;55;4;10;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;50;0;0;0;0;1;1;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;70;25;1;1;1;1;1;0;0;0;0;0;1;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
101;Frozen Goods Transporter - Terran;60;2;trade.freetrader.raceonly;0;10013;0;0;1;0;0;0;0;62;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
102;Parcel Service - Commonwealth;20;3;trade.freetrader;0;20007;0;0;1;0;0;0;0;14;4;5;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
103;Courier - Commonwealth;30;3;trade.freetrader;0;10002;0;0;1;0;0;0;0;14;4;5;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;60;80;30;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
104;Courier - Commonwealth (Shady);15;4;trade.freetrader;0;10002;0;0;1;0;0;0;0;56;4;10;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;50;0;0;0;0;0;0;1;0;0;-1;-1;1;1;1;0;0;0;0;60;80;70;25;1;1;1;1;1;0;0;0;0;0;1;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
105;Meat Transporter - Commonwealth;25;3;trade.freetrader;0;3009;0;0;1;0;0;0;0;18;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;30;25;1;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;1;0;0;1;0;0;0
106;Fresh Meat Transporter - Commonwealth;15;3;trade.freetrader;0;10027;0;0;1;0;0;0;0;18;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;30;25;1;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;1;0;0;1;0;0;0
107;Agricultiral Transporter - Argon;12;3;trade.freetrader;0;3010;0;0;1;0;0;0;0;19;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;30;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
110;Grain Transporter - Argon;14;3;trade.freetrader;0;10018;0;0;1;0;0;0;0;23;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;20;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;1;0;0;1;0;0;0
111;Heavy Load Transporter - Commonwealth;55;3;trade.freetrader;0;10019;0;0;1;0;0;0;0;24;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;95;80;20;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;1;0;0;1;0;0;0
112;Heavy Load Transporter - Terran;50;3;trade.freetrader.raceonly;0;10019;0;0;1;0;0;0;0;66;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;95;80;20;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;0;0;0;1;0;0;0
113;Ore Transporter - Commonwealth;50;3;trade.freetrader;0;10023;0;0;1;0;0;0;0;25;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;90;80;20;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;0;0;0;1;0;0;0
114;Ore Transporter - Terran;55;3;trade.freetrader.raceonly;0;10023;0;0;1;0;0;0;0;63;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;1;0;0;0;0;90;80;20;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;1;0;0;1;0;0;0
115;Agricultural Transport - Commonwealth;25;3;trade.freetrader;0;10028;0;0;1;0;0;0;0;26;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
116;Fresh Foods Supplier - Commonwealth;25;3;trade.freetrader;0;10017;0;0;1;0;0;0;0;22;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;85;80;40;25;1;1;1;1;1;0;0;0;0;0;1;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
117;Gourmet Direct - Argon;10;2;trade.freetrader;0;10016;0;0;1;0;0;0;0;50;4;5;2000;-1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;1;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;1;0;0;1;0;0;0
119;Gourmet Direct - Split;1;2;trade.freetrader;0;10016;0;0;1;0;0;0;0;54;4;5;2000;-1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;1;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;1;0;0;0;0;70;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;1;0;0;1;0;0;0
