// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
55;48;
effects\weapons\bullet_maml;0;0;0;0;0;8143;5974;139;314;5000;909500;0;255;0;0;1.0;1.0;1.0;0;209;109;2987;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1996;998;91;0;0;0;0;0;-100000;0;0;SS_BULLET_MAML;
effects\weapons\bullet_big_red;0;0;0;0;-1;8153;3304;96;315;5900;750000;0;255;120;0;2.0;2.0;2.0;0;215;115;1652;0;112;0;255;0;12;1000;0;0;0;44;10;0;0;1147;574;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FAA;
effects\weapons\bullet_big_red;0;0;0;0;-1;8163;4208;130;316;5800;750000;0;255;0;0;3.0;3.0;3.0;0;216;109;2104;0;112;0;255;0;25;2000;0;0;0;37;2;0;0;1461;731;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_CFA;
effects\weapons\bullet_big_red;0;0;0;0;-1;8173;8376;142;331;8600;596000;0;255;0;0;0.5;0.5;5.0;0;232;132;4188;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2948;1474;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PALC;
effects\weapons\bullet_psg;0;0;0;0;-1;8183;5816;125;318;3400;1322500;0;255;0;0;1.2;1.2;2.0;0;209;109;2908;0;112;0;255;0;85;1000;0;0;0;0;0;0;0;1957;979;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSG;
effects\weapons\bullet_big_green;0;0;0;0;-1;8193;5296;173;319;5900;750000;0;0;255;0;2.0;2.0;2.0;0;216;131;2648;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1848;924;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_SSC;
effects\weapons\bullet_big_long_turbo_red;0;0;0;0;-1;8203;108964;5293;320;17400;600000;0;255;0;0;0.1;0.1;7.0;0;232;132;54482;0;112;0;255;0;0;0;0;0;0;0;0;4;4;38811;19405;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PPC;
effects\weapons\bullet_big_long_ion;0;0;0;0.25;-1;8213;111881;4798;321;13800;600000;0;0;0;255;0.2;0.2;7.0;0;221;121;27970;0;112;0;255;0;10;2000;20;0;0;0;0;0;0;39488;9872;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IC;
effects\weapons\bullet_gc;0;0;0;-0.5;-1;8223;19612;794;322;4000;1582500;0;0;255;255;0.6;0.6;2.0;0;226;126;9806;0;112;0;255;0;0;0;0;0;0;44;5;0;0;7051;3525;94;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GC;
effects\weapons\bullet_big_long_turbo_orange;0;0;0;0;-1;8233;76180;3288;323;14200;433000;0;255;120;0;0.3;0.3;5.0;0;223;123;38090;0;112;0;255;700;0;0;0;0;0;0;0;2;2;26516;13258;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IBL;
effects\weapons\bullet_big_quad_turbo_green;0;0;0;0;-1;8243;117910;5995;324;17800;475000;0;0;255;0;0.1;0.1;5.0;0;222;122;58955;0;112;0;255;5000;0;0;0;0;0;0;0;2;2;41945;20972;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSP;
effects\weapons\bullet_pbc;0;0;0;0;-1;8253;9032;182;325;9400;500000;2;192;192;192;1.0;1.0;3.0;0;225;125;4516;0;111;0;255;0;0;0;60;0;0;0;0;0;0;2969;1484;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBC;
effects\weapons\bullet_big_red;0;0;0;0;-1;8263;13561;237;326;8500;633000;0;255;0;0;0.6;0.6;5.0;0;232;132;7741;0;112;0;255;0;0;0;10;0;0;0;0;0;0;5468;2032;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TBC;
effects\weapons\bullet_big_ion;0;0;0;0;-1;8273;11805;751;327;8700;584000;0;0;0;255;0.4;0.4;5.0;0;219;112;2951;0;112;0;255;0;20;2000;0;0;0;0;0;0;0;4095;819;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBC;
effects\weapons\bullet_ire;0;0;0;0;-1;0;1;17;329;5800;500000;0;255;255;255;0.065;0.065;4.0;0;229;129;1;0;112;0;255;0;0;0;0;0;0;37;12;0;0;0;0;128;10000;25;1;0;10000;-100000;0;0;UNUSED;
effects\weapons\bullet_apc;0;0;0;0.699997;-1;9507;561;6;330;1600;1551000;0;0;255;0;0.065;0.065;3.0;0;203;103;268;0;112;0;255;0;0;0;0;0;0;0;0;0;0;171;85;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_APC;
effects\weapons\bullet_grc;0;0;0;0;-1;9501;4594;95;331;4400;858500;0;0;255;0;1.0;1.0;8.0;0;231;131;2297;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1510;755;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GRC;
effects\weapons\bullet_big_green;0;0;0;0;-1;9503;16529;681;332;9800;560500;0;0;255;0;1.0;1.0;8.0;0;222;122;8265;0;112;0;255;0;0;0;0;0;0;0;0;0;0;5708;2854;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAA;
effects\weapons\bullet_akyon;0;0;0;0.699997;-1;4643;2954;0;333;2800;1122500;0;128;0;255;0.965;0.965;6.0;0;233;133;1477;0;112;0;255;0;90;3000;0;0;0;0;0;0;0;969;485;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_AKE;
effects\weapons\bullet_bkyon;0;0;0;0;-1;4653;26814;0;334;8600;563000;0;255;255;255;1.0;1.0;8.0;0;234;137;13407;0;112;0;255;0;90;3000;0;0;0;0;0;0;0;9048;4524;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_BKE;
effects\weapons\bullet_gkyon;0;0;0;0;-1;4663;117662;0;335;18600;492500;0;255;255;0;1.0;1.0;8.0;310;235;135;58831;0;112;0;255;0;90;3000;0;0;0;0;0;0;0;43436;21718;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GKE;
effects\weapons\bullet_Repair;0;0;0;0;-1;6713;12000;17;336;1100;1000000;162;255;150;1;1.0;1.0;5.0;0;236;136;735;0;112;0;255;0;0;0;0;0;0;0;0;0;0;457;228;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RL;
effects\weapons\bullet_pg;0;0;0;0;-1;9505;2080;16;328;2800;1122000;0;0;0;255;0.065;0.065;3.0;0;207;107;520;0;112;0;255;0;0;0;0;0;0;0;12;0;0;425;106;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PG;
effects\weapons\bullet_mds;0;0;0;3.5;-1;4633;8;1;337;7100;232500;0;255;150;1;2.0;2.0;5.0;0;237;137;4;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2;1;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MDS;
effects\weapons\bullet_PlasmaBeam;0;0;0;0;-1;99978;77500;2000;338;2000;1666500;2;200;200;200;1.0;1.0;3.0;0;225;125;70000;0;112;50;255;0;0;0;0;0;0;0;0;0;0;110000;11000;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_OMEGA;
effects\weapons\bullet_med_dual;0;0;0;0;0;99980;16001;696;311;5000;1750000;0;255;0;0;0.1;0.1;6.0;0;209;109;8001;0;112;0;255;0;0;0;0;0;0;0;0;0;0;5304;2652;128;0;25;1;0;0;-100000;0;0;SS_BULLET_ATGAR;
effects\weapons\bullet_akyon;0;0;0;0.699997;-1;99982;990;0;333;1400;1122500;0;50;168;82;0.3;0.3;6.0;0;233;133;469;0;112;0;255;0;90;3000;0;0;0;0;0;0;0;291;196;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_KYON_AUTO;
effects\weapons\bullet_TriBeam;0;0;0;0;-1;99970;40000;6225;339;1000;2500000;2;200;200;200;1.0;1.0;3.0;0;225;125;25000;0;112;50;255;0;0;0;0;0;0;0;0;0;0;9500;8750;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IMPERIAL_BEAM;
effects\weapons\bullet_PhasedArrayLaser;0;0;0;0;-1;99965;32500;3112;339;1000;2500000;2;200;200;200;1.0;1.0;3.0;0;209;109;25000;0;112;50;255;0;0;0;0;0;0;0;0;0;0;9250;8750;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_REBEL_BEAM;
effects\weapons\bullet_siege_turbo_red;0;0;0;0;0;99800;64965;5395;1245;8000;1750000;0;255;0;0;0.1;0.1;24.0;0;215;132;49965;0;112;0;255;0;0;0;0;0;0;0;0;0;0;42811;17405;128;0;25;1;0;0;-100000;0;0;SS_BULLET_CISSIEGE;
effects\weapons\bullet_sphat2;0;0;0;0;0;99700;1397910;20000;1245;1500;2000000;0;255;0;0;0.05;0.05;24.0;0;215;132;929965;0;112;0;255;0;0;0;0;0;0;0;0;0;0;412811;367405;128;0;25;1;0;0;-100000;0;0;SS_BULLET_SPHAT;
effects\weapons\bullet_big_blue;0;0;0;0;-1;99704;18529;681;332;6800;875000;0;0;0;255;1.0;1.0;8.0;0;212;112;9265;0;112;0;255;0;0;0;0;0;0;0;0;0;0;6708;3854;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_DBY;
effects\weapons\bullet_big_quad_ion;0;0;0;0.25;-1;99722;444000;16500;321;13800;1375000;0;0;0;255;0.1;0.1;7.0;0;221;121;111360;0;112;0;255;0;10;2000;20;0;0;0;0;0;0;178950;38000;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_QUAD_ION;
effects\weapons\bullet_big_orange_dual;0;0;0;0;0;99716;20500;1734;314;5000;1208000;0;255;0;0;1.0;1.0;1.0;0;209;109;12040;0;112;0;255;0;0;0;0;0;0;0;0;0;0;8900;3670;91;0;0;0;0;0;-100000;0;0;SS_BULLET_ANCIENT_DUAL;
